5-* Glck 30 Machine Pistol (HPist) 3|6(5)|20(30)(c)|SA/BF|9M|2.5|6/36hrs|705|2|Gas Vent (2)|cb1.30|||
5-* Goncz-Taurus Pistol    (HPist) 3|6(5)|15(30)(c)|SA|9M|2|4/48hrs|500|1|None|cb1.31|||
5-* Goncz-Taur.(Selective) (HPist) 3|6(5)|15(30)(c)|SA/FA|9M|2|8/72hrs|700|1.75|None|sr2.???|||
5-* H&K "Blaster"          (HPist) 3|4|6(m)|SS|12M|3|-|-|-|None|sr2.???|||
5-* H&K OHWS               (HPist) 3|5|12(c)|SA|9M|1.2|18/14 days|2500|2|Flashlight, Laser Sight|sr2.???|||
5-* H&K USP45              (MPist) 3|5|12(c)|SA|8M|.79|2/24 Hours|700|1||bjf.00|||
5-* H&K USP Expert 9mm     (HPist) 3|4|15(c)|SA|7M|.87|4/48 Hours|980|1||bjf.00|||
5-* H&K USP Expert .45 ACP (HPist) 3|4|12(c)|SA|8M|.85|4/48 Hours|980|1||bjf.00|||
5-* Ingram Mk IV           (HPist) 3|4|16(c)|SA/BF|10M|3|18/14 days|2500|3|Gas Vent (3), Smartlink|sr2.???|||
5-* Kimber Custom CDP      (MPist) 3|5|8(c)|SA|8M|.9|4/48 Hours|1100|1||bjf.00|||
5-* LeMat Revolver         (HPist) 3|3|8(cy)[1(BR)]|SA[SS]|9M[9S]|3.5|18/14days|1500|3|Secondary Weapon|tss.7|||
5-* Malorian Arms 3516     (HPist) 3|4|6(c)|SS|12M|3|-|4525|-|Smartlink-2, Strength 4 required to shoot|cb1.31|||
5-* Mal. Arms Hvy Flech.   (HPist) 3|5|special|SA|9M|2.5|9/48hrs|1595|2|Smartlink|sr2.???|||
5-* Mal. Arms Sliver Gun   (HPist) 3|4|7(c)|SA|6S(f)|2.5|6/72hrs|1375|3|Special Ammo|cb1.7|||
5-* Morrissey Alta         (HPist) 3|6|12(c)|SA|9M|1|8/48hrs|1200|2|Laser Sight|cc.19|||
5-* Morrissey Elite        (LPist) 3|7|5(c)|SA|9M|1|6/48hrs|550|.5|Laser Sight, HPist uses LPist Ranges|cc.19|||
5-* Nova .338 City Gun     (HPist) 3|5|7(c)|SA|10M|2.5|4/24hrs|460|1|None|sr2.???|||
5-* Phoenix Gyroc          (HPist) 3|3|3(b)|SA|ammo|3|8/7days|10000|2|None|cp.23|||
5-* Polymer One-ShotCannon (HPist) 3|5|1|SS|5S|1.5|3/12hrs|190|.6|None|sr2.???|||
5-* Rmngton Roomsweeper ShG(HPist) 3|6|8(m)|SA|9S(f)|2.5|3/24hrs|300|1|None|sr3.278|||
5-* Ruger Super Warhawk    (HPist) 3|4|6(cy)|SS|10M|2.5|3/24hrs|300|1|None|sr3.278|||
5-* Riot Gun               (HPist) 3|8|3(c)|SA|9S(f)|2|4/48hrs|500|1|None|sr2.???|||
5-* Ruger M45              (HPist) 3|6|18(c)|SA/FA|9M|2|8/60hrs|860|3|Laser Sight|sr2.???|||
5-* Ruger P-105            (HPist) 3|4|10(c)|SA|10M|2.5|4/24hrs|600|1|None|sr2.???|||
5-* Ruger Thunderbolt/Laser(HPist) 3|4|12(c)|BF|12S|2.75|14/12days|1250|6|Laser, special recoil, damage code is for Burst|cc.19|||
5-* Ruger Thunderbolt/Smart(HPist) 3|4|12(c)|BF|12S|2.75|14/12days|1400|6|Smartlink, special recoil, damage code is for Burst|cc.19|||
5-* Ruger Warhawk          (HPist) 3|5|6(cy)|SS|9M|2|3/24hrs|250|1|None|sr2.???|||
5-* S&W "Tri-Star"         (HPist) 3|3|6(cy)|SS|10M|2.5|6/24hrs|375|1.5|Laser Sight|sr2.???|||
5-* Savalette Guardian     (HPist) 3|5|12(c)|SA/BF|9M|3.25|6/36hrs|900|2.5|RC(1), Smartlink, BF = Complex Action|cc.19|||
5-* Savalette Guardian SL2 (HPist) 3|5|12(c)|SA/BF|9M|3.25|6/36hrs|2250|2.5|RC(1), Smartlink-2, BF = Complex Action|cc.19|||
5-* Sig Sauer P300         (HPist) 3|4|18(c)|SA|9M|3.25|8/48hrs|800|2|Caseless, Laser Sight, Silencer|sr2.???|||
5-* SIG P226- .40 S&W      (MPist) 3|5|12(c)|SA|8M|.87|2/24 Hours|850|1||bjf.00|||
5-* SMF 'Interdictor'      (HPist) 3|3|5(cy)|SS|11M|3.5|10/7days|950|2|None|sr2.???|||
5-* SternMeyer Type 35     (HPist) 3|5|8(c)|SA|9M|2.5|4/36hrs|400|1|None|sr2.???|||
5-* SuperEagle             (HPist) 3|4|7(c)|SA|11M|2.75|6/48hrs|600|1.5|Smartlink|sr2.???|||
5-* Syrko Wolf             (HPist) 3|5|17(c)|SA/BF|9M|2.5|5/48hrs|800|1.5|Smartlink|sr2.???|||
5-* Walther Secura         (HPist) 3|6|12(c)|SA|9M|1.5|5/48hrs|500|1.5|None|sr2.???|||
5-* WW Infiltrator         (HPist) 3|5|15(c)|SA|9M|2|9/1wk|1200|2|None|cc.19|||
5-* Zastava Mag. Mod.2054  (HPist) 3|5|7(cy)|SS|9M|1.75|4/36hrs|350|.9|None|sr2.???|||
4-Raygun's Pistols
5-Other
6-* Ares Predator III ERASe  (VHP) 3|5|15(c)|SA/BF|9M|1.9|12/18days|3000|4|10x24mm, smart2, recoil comp 5|ray.000|||
6-* Browning H10  10mm Auto  (VHP) 3|5|12(c)|SA|9M|1.1|4/48hrs|950|2|does not have smartlink, but can get one at 0.75 cost.|ray.000|||
5-Beretta
6-Baretta Model 21 Bobcat
7-* B Model 21       .22LR (LPist) 3|9|7(c)|SA|5L|.335|2/24hrs|250|1|none|ray.000|||
7-* B Model 21      .25ACP (LPist) 3|9|8(c)|SA|4L|.325|2/24hrs|250|1|none|ray.000|||
7-* B Model 21 blue  .22LR (LPist) 3|9|7(c)|SA|5L|.335|2/24hrs|280|1|blued finish|ray.000|||
7-* B Model 21 blue .25ACP (LPist) 3|9|8(c)|SA|4L|.325|2/24hrs|280|1|blued finish|ray.000|||
7-* B Model 21 steel .22LR (LPist) 3|9|7(c)|SA|5L|.335|2/24hrs|300|1|stainless steel|ray.000|||
7-* B Model 21 steel.25ACP (LPist) 3|9|8(c)|SA|4L|.325|2/24hrs|300|1|stainless steel|ray.000|||
7-* B Model 21 gold  .22LR (LPist) 3|9|7(c)|SA|5L|.335|2/24hrs|750|1|gold plating|ray.000|||
7-* B Model 21 gold .25ACP (LPist) 3|9|8(c)|SA|4L|.325|2/24hrs|750|1|gold plating|ray.000|||
6-Baretta 3032 Tomcat
7-* B 3032          .32ACP (LPist) 3|9|7(c)|SA|6L|.41|2/24hrs|340|1|none|ray.000|||
7-* B 3032 Ti       .32ACP (LPist) 3|9|7(c)|SA|6L|.48|2/24hrs|580|1|none|ray.000|||
7-* B 3022           .22LR (LPist) 3|9|7(c)|SA|5L|.41|5/30days|340|2|none|ray.000|||
7-* B 3032    blue  .32ACP (LPist) 3|9|7(c)|SA|6L|.41|2/24hrs|370|1|blued finish|ray.000|||
7-* B 3032 Ti blue  .32ACP (LPist) 3|9|7(c)|SA|6L|.48|2/24hrs|610|1|blued finish|ray.000|||
7-* B 3022    blue   .22LR (LPist) 3|9|7(c)|SA|5L|.41|5/30days|370|2|blued finish|ray.000|||
7-* B 3032    steel .32ACP (LPist) 3|9|7(c)|SA|6L|.41|2/24hrs|420|1|stainless steel|ray.000|||
7-* B 3032 Ti steel .32ACP (LPist) 3|9|7(c)|SA|6L|.48|2/24hrs|660|1|stainless steel|ray.000|||
7-* B 3022    steel  .22LR (LPist) 3|9|7(c)|SA|5L|.41|5/30days|420|2|stainless steel|ray.000|||
6-Baretta 81 Cheetah
7-* B 81FS          .32ACP (LPist) 3|6|12(c)|SA|6L|.68|3/36hrs|545|1|none|ray.000|||
7-* B 83FS       .380 Auto (LPist) 3|6|7(c)|SA|5M|.62|3/36hrs|545|1|none|ray.000|||
7-* B 84FS       .380 Auto (LPist) 3|6|13(c)|SA|5M|.66|2/24hrs|580|1|none|ray.000|||
7-* B 85FS       .380 Auto (LPist) 3|6|8(c)|SA|5M|.62|2/24hrs|545|1|none|ray.000|||
7-* B 87S            .22LR (LPist) 3|6|8(c)|SA|4L|.60|3/36hrs|580|1|none|ray.000|||
7-* B 87T            .22LR (MPist) 3|5|10(c)|SA|4L|.83|2/24hrs|670|1|none|ray.000|||
7-* B 81FS wood     .32ACP (LPist) 3|6|12(c)|SA|6L|.68|3/36hrs|615|1|nickel finish, wood grips|ray.000|||
7-* B 83FS wood  .380 Auto (LPist) 3|6|7(c)|SA|5M|.62|3/36hrs|615|1|nickel finish, wood grips|ray.000|||
7-* B 84FS wood  .380 Auto (LPist) 3|6|13(c)|SA|5M|.66|2/24hrs|650|1|nickel finish, wood grips|ray.000|||
7-* B 85FS wood  .380 Auto (LPist) 3|6|8(c)|SA|5M|.62|2/24hrs|615|1|nickel finish, wood grips|ray.000|||
7-* B 87S  wood      .22LR (LPist) 3|6|8(c)|SA|4L|.60|3/36hrs|650|1|nickel finish, wood grips|ray.000|||
7-* B 87T  wood      .22LR (MPist) 3|5|10(c)|SA|4L|.83|2/24hrs|740|1|nickel finish, wood grips|ray.000|||
6-Baretta 8000 Cougar
7-* B 8000        9mm Para (MPist) 3|6|15(c)|SA|7M|.94|2/24hrs|710|1|none|ray.000|||
7-* B 8040         .40 S&W (MPist) 3|6|11(c)|SA|8M|.94|2/24hrs|710|1|none|ray.000|||
7-* B 8357          .357 SIG (VHP) 3|6|11(c)|SA|9M|.94|2/24hrs|710|1|none|ray.000|||
7-* B 8045         .45 ACP (MPist) 3|6|8(c)|SA|8M|.94|2/24hrs|765|1|none|ray.000|||
7-* B 8000 steel  9mm Para (MPist) 3|6|15(c)|SA|7M|.94|2/24hrs|775|1|stainless steel|ray.000|||
7-* B 8040 steel   .40 S&W (MPist) 3|6|11(c)|SA|8M|.94|2/24hrs|775|1|stainless steel|ray.000|||
7-* B 8357 steel    .357 SIG (VHP) 3|6|11(c)|SA|9M|.94|2/24hrs|775|1|stainless steel|ray.000|||
7-* B 8045 steel   .45 ACP (MPist) 3|6|8(c)|SA|8M|.94|2/24hrs|830|1|stainless steel|ray.000|||
6-Baretta 9000S
7-* B 9000S       9mm Para (LPist) 3|7|12(c)|SA|7M|.75|3/36hrs|485|1|can use 15rnd 92series or 20rnd 93r pistol mags|ray.000|||
7-* B 9000S        .40 S&W (LPist) 3|7|10(c)|SA|7M|.78|3/36hrs|485|1|none|ray.000|||
6-Baretta 92 Series
7-* B 92          9mm Para (MPist) 3|6|15(c)|SA|7M|.95|2/24hrs|670|1|none|ray.000|||
7-* B 96           .40 S&W (MPist) 3|6|11(c)|SA|8M|.95|2/24hrs|670|1|none|ray.000|||
7-* B 98        9x21mm IMI (MPist) 3|6|15(c)|SA|7M|.95|4/48hrs|670|2|none|ray.000|||
7-* B 92 22LR Kit    .22LR (MPist) 3|6|10(c)|SA|5L|-|2/24hrs|200|1|add on for 92 series|ray.000|||
7-* B 92 steel    9mm Para (MPist) 3|6|15(c)|SA|7M|.95|2/24hrs|740|1|stainless steel|ray.000|||
7-* B 96 steel     .40 S&W (MPist) 3|6|11(c)|SA|8M|.95|2/24hrs|740|1|stainless steel|ray.000|||
7-* B 98 steel  9x21mm IMI (MPist) 3|6|15(c)|SA|7M|.95|4/48hrs|740|2|stainless steel|ray.000|||
7-* B 92 brig     9mm Para (MPist) 3|6|15(c)|SA|7M|.95|2/24hrs|720|1|heavy barrel (+1 recoil comp)|ray.000|||
7-* B 96 brig      .40 S&W (MPist) 3|6|11(c)|SA|8M|.95|2/24hrs|720|1|heavy barrel (+1 recoil comp)|ray.000|||
7-* B 98 brig   9x21mm IMI (MPist) 3|6|15(c)|SA|7M|.95|4/48hrs|720|2|heavy barrel (+1 recoil comp)|ray.000|||
7-* B 92 gold     9mm Para (MPist) 3|6|15(c)|SA|7M|.95|4/24hrs|770|2|gold finish|ray.000|||
7-* B 98 gold   9x21mm IMI (MPist) 3|6|15(c)|SA|7M|.95|6/48hrs|770|3|gold finish|ray.000|||
7-* B 92 walnut   9mm Para (MPist) 3|6|15(c)|SA|7M|.95|4/48hrs|1170|2|walnut grips and gold accents|ray.000|||
7-* B 92 deluxe   9mm Para (MPist) 3|6|15(c)|SA|7M|.95|6/7days|5670|3|gold plating, fine walnut grips, ingraving|ray.000|||
7-* B 98 deluxe 9x21mm IMI (MPist) 3|6|15(c)|SA|7M|.95|6/7days|5670|3|gold plating, fine walnut grips, ingraving|ray.000|||
6-Baretta 92 Combat
7-* B 92 Combat   9mm Para (MPist) 3|5|15(c)|SA|7M|1.1|6/72hrs|1735|3|heavy barrel (+1 recoil comp)|ray.000|||
7-* B 96 Combat    .40 S&W (MPist) 3|5|11(c)|SA|8M|1.1|6/72hrs|1735|3|heavy barrel (+1 recoil comp)|ray.000|||
7-* B 98 Combat 9x21mm IMI (MPist) 3|5|15(c)|SA|7M|1.1|6/72hrs|1735|3|heavy barrel (+1 recoil comp)|ray.000|||
7-* B 92 Stock    9mm Para (MPist) 3|6|15(c)|SA|7M|1|4/48hrs|950|2|heavy barrel (+1 recoil comp)|ray.000|||
7-* B 96 Stock     .40 S&W (MPist) 3|6|11(c)|SA|8M|1|4/48hrs|950|2|heavy barrel (+1 recoil comp)|ray.000|||
6-Baretta 92 Elite
